INDEX,Issuer Ticker,Name,Asset Class,Weight (%),Sector,Exchange,Location,Market Currency
SEMA,GMKN,GMK NORILSKIY NIKEL,Equity,0.26,Materials,Standard-Classica-Forts,Russian Federation,RUB
SEMA,YNDX,YANDEX NV CLASS A,Equity,0.25,Communication,Standard-Classica-Forts,Russian Federation,RUB
SEMA,2382,SUNNY OPTICAL TECHNOLOGY LTD,Equity,0.25,Information Technology,Hong Kong Exchanges And Clearing Ltd,China,HKD
SEMA,BHARTIARTL,BHARTI AIRTEL LTD,Equity,0.25,Communication,National Stock Exchange Of India,India,INR
SEMA,NBK,NATIONAL BANK OF KUWAIT,Equity,0.25,Financials,Kuwait Stock Exchange,Kuwait,KWD
SEMA,000270,KIA CORPORATION CORP,Equity,0.24,Consumer Discretionary,Korea Exchange (Stock Market),Korea (South),KRW
SEMA,2308,DELTA ELECTRONICS INC,Equity,0.24,Information Technology,Taiwan Stock Exchange,Taiwan,TWD
SEMA,FAB,FIRST ABU DHABI BANK,Equity,0.24,Financials,Abu Dhabi Securities Exchange,United Arab Emirates,AED
SEMA,FSR,FIRSTRAND LTD,Equity,0.24,Financials,Johannesburg Stock Exchange,South Africa,ZAR
SEMA,2881,FUBON FINANCIAL HOLDING LTD,Equity,0.23,Financials,Taiwan Stock Exchange,Taiwan,TWD
SEMA,2313,SHENZHOU INTERNATIONAL GROUP LTD,Equity,0.23,Consumer Discretionary,Hong Kong Exchanges And Clearing Ltd,China,HKD
SEMA,WALMEX,WALMART DE MEXICO V,Equity,0.22,Consumer Staples,Bolsa Mexicana De Valores,Mexico,MXN
SEMA,ITUB4,ITAU UNIBANCO HOLDING PREF SA,Equity,0.22,Financials,XBSP,Brazil,BRL
SEMA,105560,KB FINANCIAL GROUP INC,Equity,0.22,Financials,Korea Exchange (Stock Market),Korea (South),KRW
SEMA,2688,ENN ENERGY HOLDINGS LTD,Equity,0.21,Utilities,Hong Kong Exchanges And Clearing Ltd,China,HKD
SEMA,2319,CHINA MENGNIU DAIRY LTD,Equity,0.21,Consumer Staples,Hong Kong Exchanges And Clearing Ltd,China,HKD
SEMA,FEMSAUBD,FOMENTO ECONOMICO MEXICANO,Equity,0.21,Consumer Staples,Bolsa Mexicana De Valores,Mexico,MXN
SEMA,GFNORTEO,GPO FINANCE BANORTE,Equity,0.21,Financials,Bolsa Mexicana De Valores,Mexico,MXN
SEMA,PETR4,PETROLEO BRASILEIRO PREF SA,Equity,0.21,Energy,XBSP,Brazil,BRL
SEMA,2412,CHUNGHWA TELECOM LTD,Equity,0.20,Communication,Taiwan Stock Exchange,Taiwan,TWD
SEMA,LI,LI AUTO ADR INC,Equity,0.20,Consumer Discretionary,NASDAQ,China,USD
SEMA,2002,CHINA STEEL CORP,Equity,0.20,Materials,Taiwan Stock Exchange,Taiwan,TWD
SEMA,HCLTECH,HCL TECHNOLOGIES LTD,Equity,0.20,Information Technology,National Stock Exchange Of India,India,INR
SEMA,1303,NAN YA PLASTICS CORP,Equity,0.20,Materials,Taiwan Stock Exchange,Taiwan,TWD
SEMA,2882,CATHAY FINANCIAL HOLDING LTD,Equity,0.19,Financials,Taiwan Stock Exchange,Taiwan,TWD
SEMA,XPEV,XPENG ADR REPRESENTING INC,Equity,0.19,Consumer Discretionary,New York Stock Exchange Inc.,China,USD
SEMA,012330,HYUNDAI MOBIS LTD,Equity,0.19,Consumer Discretionary,Korea Exchange (Stock Market),Korea (South),KRW
SEMA,ASIANPAINT,ASIAN PAINTS LTD,Equity,0.19,Materials,National Stock Exchange Of India,India,INR
SEMA,2891,CTBC FINANCIAL HOLDING LTD,Equity,0.18,Financials,Taiwan Stock Exchange,Taiwan,TWD
SEMA,3711,ASE TECHNOLOGY HOLDING LTD,Equity,0.18,Information Technology,Taiwan Stock Exchange,Taiwan,TWD
SEMA,BBRI,BANK RAKYAT INDONESIA (PERSERO),Equity,0.18,Financials,Indonesia Stock Exchange,Indonesia,IDR
SEMA,055550,SHINHAN FINANCIAL GROUP LTD,Equity,0.18,Financials,Korea Exchange (Stock Market),Korea (South),KRW
SEMA,GMEXICOB,GRUPO MEXICO B,Equity,0.18,Materials,Bolsa Mexicana De Valores,Mexico,MXN
SEMA,LT,LARSEN AND TOUBRO LTD,Equity,0.18,Industrials,National Stock Exchange Of India,India,INR
SEMA,2333,GREAT WALL MOTOR LTD H,Equity,0.17,Consumer Discretionary,Hong Kong Exchanges And Clearing Ltd,China,HKD
SEMA,066570,LG ELECTRONICS INC,Equity,0.17,Consumer Discretionary,Korea Exchange (Stock Market),Korea (South),KRW
SEMA,BBDC4,BANCO BRADESCO PREF SA,Equity,0.17,Financials,XBSP,Brazil,BRL
SEMA,MTN,MTN GROUP LTD,Equity,0.17,Communication,Johannesburg Stock Exchange,South Africa,ZAR
SEMA,207940,SAMSUNG BIOLOGICS LTD,Equity,0.17,Health Care,Korea Exchange (Stock Market),Korea (South),KRW
SEMA,PETR3,PETROBRAS,Equity,0.17,Energy,XBSP,Brazil,BRL
SEMA,1295,PUBLIC BANK,Equity,0.17,Financials,Bursa Malaysia,Malaysia,MYR
SEMA,1301,FORMOSA PLASTICS CORP,Equity,0.17,Materials,Taiwan Stock Exchange,Taiwan,TWD
SEMA,KOTAKBANK,KOTAK MAHINDRA BANK LTD,Equity,0.16,Financials,National Stock Exchange Of India,India,INR
SEMA,BGNE,BEIGENE ADS REPRESENTING LTD,Equity,0.16,Health Care,NASDAQ,China,USD
SEMA,BILI,BILIBILI AMERICAN DEPOSITARY SHARE,Equity,0.16,Communication,NASDAQ,China,USD
SEMA,IMP,IMPALA PLATINUM LTD,Equity,0.16,Materials,Johannesburg Stock Exchange,South Africa,ZAR
SEMA,2603,EVERGREEN MARINE CORP (TAIWAN) LTD,Equity,0.16,Industrials,Taiwan Stock Exchange,Taiwan,TWD
SEMA,MARUTI,MARUTI SUZUKI INDIA LTD,Equity,0.16,Consumer Discretionary,National Stock Exchange Of India,India,INR
SEMA,OTP,OTP BANK,Equity,0.16,Financials,Budapest Stock Exchange,Hungary,HUF
SEMA,1093,CSPC PHARMACEUTICAL GROUP LTD,Equity,0.16,Health Care,Hong Kong Exchanges And Clearing Ltd,China,HKD
SEMA,1216,UNI-PRESIDENT ENTERPRISES CORP,Equity,0.15,Consumer Staples,Taiwan Stock Exchange,Taiwan,TWD
SEMA,2628,CHINA LIFE INSURANCE LTD H,Equity,0.15,Financials,Hong Kong Exchanges And Clearing Ltd,China,HKD
SEMA,1109,CHINA RESOURCES LAND LTD,Equity,0.15,Real Estate,Hong Kong Exchanges And Clearing Ltd,China,HKD
SEMA,TCOM,TRIP COM GROUP ADR LTD,Equity,0.15,Consumer Discretionary,NASDAQ,China,USD
SEMA,TATASTEEL,TATA STEEL LTD,Equity,0.15,Materials,National Stock Exchange Of India,India,INR
SEMA,6098,COUNTRY GARDEN SERVICES HOLDINGS L,Equity,0.15,Industrials,Hong Kong Exchanges And Clearing Ltd,China,HKD
SEMA,CEMEXCPO,CEMEX CPO,Equity,0.15,Materials,Bolsa Mexicana De Valores,Mexico,MXN
SEMA,ZTO,ZTO EXPRESS CAYMAN ADR REPRESENTIN,Equity,0.15,Industrials,New York Stock Exchange Inc.,China,USD
SEMA,TECHM,TECH MAHINDRA LTD,Equity,0.15,Information Technology,National Stock Exchange Of India,India,INR
SEMA,2886,MEGA FINANCIAL HOLDING LTD,Equity,0.15,Financials,Taiwan Stock Exchange,Taiwan,TWD
SEMA,0291,CHINA RESOURCES BEER HOLDINGS LTD,Equity,0.15,Consumer Staples,Hong Kong Exchanges And Clearing Ltd,China,HKD
SEMA,KFH,KUWAIT FINANCE HOUSE,Equity,0.14,Financials,Kuwait Stock Exchange,Kuwait,KWD
SEMA,086790,HANA FINANCIAL GROUP INC,Equity,0.14,Financials,Korea Exchange (Stock Market),Korea (South),KRW
SEMA,3034,NOVATEK MICROELECTRONICS CORP,Equity,0.14,Information Technology,Taiwan Stock Exchange,Taiwan,TWD
SEMA,ETISALAT,EMIRATES TELECOM,Equity,0.14,Communication,Abu Dhabi Securities Exchange,United Arab Emirates,AED
SEMA,SSW,SIBANYE STILLWATER LTD,Equity,0.14,Materials,Johannesburg Stock Exchange,South Africa,ZAR
SEMA,SBK,STANDARD BANK GROUP,Equity,0.14,Financials,Johannesburg Stock Exchange,South Africa,ZAR
SEMA,TCSG,TCS GROUP HOLDING REPR CLASS A RE,Equity,0.14,Financials,Standard-Classica-Forts,Russian Federation,RUB
SEMA,036570,NCSOFT CORP,Equity,0.14,Communication,Korea Exchange (Stock Market),Korea (South),KRW
SEMA,051900,LG HOUSEHOLD & HEALTH CARE LTD,Equity,0.14,Consumer Staples,Korea Exchange (Stock Market),Korea (South),KRW
SEMA,0386,CHINA PETROLEUM AND CHEMICAL CORP,Equity,0.14,Energy,Hong Kong Exchanges And Clearing Ltd,China,HKD
SEMA,6415,SILERGY CORP,Equity,0.14,Information Technology,Taiwan Stock Exchange,Taiwan,TWD
SEMA,ZLAB,ZAI LABORATORY ADR REPRESENTING LT,Equity,0.14,Health Care,NASDAQ,China,USD
SEMA,TLKM,TELEKOMUNIKASI INDONESIA,Equity,0.14,Communication,Indonesia Stock Exchange,Indonesia,IDR
SEMA,2884,E.SUN FINANCIAL HOLDING LTD,Equity,0.14,Financials,Taiwan Stock Exchange,Taiwan,TWD
SEMA,WIPRO,WIPRO LTD,Equity,0.14,Information Technology,National Stock Exchange Of India,India,INR
SEMA,5871,CHAILEASE HOLDING LTD,Equity,0.13,Financials,Taiwan Stock Exchange,Taiwan,TWD
SEMA,B3SA3,B3 BRASIL BOLSA BALCAO SA,Equity,0.13,Financials,XBSP,Brazil,BRL
SEMA,096770,SK INNOVATION LTD,Equity,0.13,Energy,Korea Exchange (Stock Market),Korea (South),KRW
SEMA,1801,INNOVENT BIOLOGICS INC,Equity,0.13,Health Care,Hong Kong Exchanges And Clearing Ltd,China,HKD
SEMA,017670,SK TELECOM LTD,Equity,0.13,Communication,Korea Exchange (Stock Market),Korea (South),KRW
SEMA,PTT.R,PTT NON-VOTING DR PCL,Equity,0.13,Energy,Stock Exchange Of Thailand,Thailand,THB
SEMA,2379,REALTEK SEMICONDUCTOR CORP,Equity,0.13,Information Technology,Taiwan Stock Exchange,Taiwan,TWD
SEMA,CPALL.R,CP ALL NON-VOTING DR PCL,Equity,0.13,Consumer Staples,Stock Exchange Of Thailand,Thailand,THB
SEMA,1326,FORMOSA CHEMICALS & FIBRE CORP,Equity,0.13,Materials,Taiwan Stock Exchange,Taiwan,TWD
SEMA,GLOB,GLOBANT SA,Equity,0.13,Information Technology,New York Stock Exchange Inc.,Argentina,USD
SEMA,ULTRACEMCO,ULTRATECH CEMENT LTD,Equity,0.12,Materials,National Stock Exchange Of India,India,INR
SEMA,0968,XINYI SOLAR HOLDINGS LTD,Equity,0.12,Information Technology,Hong Kong Exchanges And Clearing Ltd,China,HKD
SEMA,ABEV3,AMBEV SA,Equity,0.12,Consumer Staples,XBSP,Brazil,BRL
SEMA,028260,SAMSUNG C&T CORP,Equity,0.12,Industrials,Korea Exchange (Stock Market),Korea (South),KRW
SEMA,0384,CHINA GAS HOLDINGS LTD,Equity,0.12,Utilities,Hong Kong Exchanges And Clearing Ltd,China,HKD
SEMA,EMIRATESNBD,EMIRATES NBD,Equity,0.12,Financials,Dubai Financial Market,United Arab Emirates,AED
SEMA,SCC.R,SIAM CEMENT NON-VOTING DR PCL,Equity,0.12,Materials,Stock Exchange Of Thailand,Thailand,THB
SEMA,3008,LARGAN PRECISION LTD,Equity,0.12,Information Technology,Taiwan Stock Exchange,Taiwan,TWD
SEMA,TATN,TATNEFT,Equity,0.12,Energy,Standard-Classica-Forts,Russian Federation,RUB
SEMA,CPI,CAPITEC LTD,Equity,0.11,Financials,Johannesburg Stock Exchange,South Africa,ZAR
SEMA,0857,PETROCHINA LTD H,Equity,0.11,Energy,Hong Kong Exchanges And Clearing Ltd,China,HKD
SEMA,SBIN,STATE BANK OF INDIA,Equity,0.11,Financials,National Stock Exchange Of India,India,INR
SEMA,011200,HMM LTD,Equity,0.11,Industrials,Korea Exchange (Stock Market),Korea (South),KRW
SEMA,0960,LONGFOR GROUP HOLDINGS LTD,Equity,0.11,Real Estate,Hong Kong Exchanges And Clearing Ltd,China,HKD
SEMA,PKO,POWSZECHNA KASA OSZCZEDNOSCI BANK,Equity,0.11,Financials,Warsaw Stock Exchange/Equities/Main Market,Poland,PLN
SEMA,0688,CHINA OVERSEAS LAND INVESTMENT LTD,Equity,0.11,Real Estate,Hong Kong Exchanges And Clearing Ltd,China,HKD
SEMA,M&M,MAHINDRA AND MAHINDRA LTD,Equity,0.11,Consumer Discretionary,National Stock Exchange Of India,India,INR
SEMA,1177,SINO BIOPHARMACEUTICAL LTD,Equity,0.11,Health Care,Hong Kong Exchanges And Clearing Ltd,China,HKD
SEMA,009150,SAMSUNG ELECTRO MECHANICS LTD,Equity,0.11,Information Technology,Korea Exchange (Stock Market),Korea (South),KRW
SEMA,ROSN,NK ROSNEFT,Equity,0.11,Energy,Standard-Classica-Forts,Russian Federation,RUB
SEMA,SUNPHARMA,SUN PHARMACEUTICAL INDUSTRIES LTD,Equity,0.11,Health Care,National Stock Exchange Of India,India,INR
SEMA,HINDALCO,HINDALCO INDUSTRIES LTD,Equity,0.11,Materials,National Stock Exchange Of India,India,INR
SEMA,DIVISLAB,DIVIS LABORATORIES LTD,Equity,0.11,Health Care,National Stock Exchange Of India,India,INR
SEMA,1288,AGRICULTURAL BANK OF CHINA LTD H,Equity,0.11,Financials,Hong Kong Exchanges And Clearing Ltd,China,HKD
SEMA,2899,ZIJIN MINING GROUP LTD H,Equity,0.11,Materials,Hong Kong Exchanges And Clearing Ltd,China,HKD
SEMA,TITAN,TITAN COMPANY LTD,Equity,0.11,Consumer Discretionary,National Stock Exchange Of India,India,INR
SEMA,2885,YUANTA FINANCIAL HOLDING LTD,Equity,0.11,Financials,Taiwan Stock Exchange,Taiwan,TWD
SEMA,JSWSTEEL,JSW STEEL LTD,Equity,0.10,Materials,National Stock Exchange Of India,India,INR
SEMA,091990,CELLTRION HEALTHCARE LTD,Equity,0.10,Health Care,Korea Exchange (Kosdaq),Korea (South),KRW
SEMA,2892,FIRST FINANCIAL HOLDING LTD,Equity,0.10,Financials,Taiwan Stock Exchange,Taiwan,TWD
SEMA,0268,KINGDEE INT L SOFTWARE GROUP LTD,Equity,0.10,Information Technology,Hong Kong Exchanges And Clearing Ltd,China,HKD
SEMA,SOL,SASOL LTD,Equity,0.10,Materials,Johannesburg Stock Exchange,South Africa,ZAR
SEMA,1101,TAIWAN CEMENT CORP,Equity,0.10,Materials,Taiwan Stock Exchange,Taiwan,TWD
SEMA,NESTLEIND,NESTLE INDIA LTD,Equity,0.10,Consumer Staples,National Stock Exchange Of India,India,INR
SEMA,2357,ASUSTEK COMPUTER INC,Equity,0.10,Information Technology,Taiwan Stock Exchange,Taiwan,TWD
SEMA,2007,COUNTRY GARDEN HOLDINGS LTD,Equity,0.10,Real Estate,Hong Kong Exchanges And Clearing Ltd,China,HKD
SEMA,ITC,ITC LTD,Equity,0.10,Consumer Staples,National Stock Exchange Of India,India,INR
SEMA,033780,KT&G CORP,Equity,0.10,Consumer Staples,Korea Exchange (Stock Market),Korea (South),KRW
SEMA,DMART,AVENUE SUPERMARTS LTD,Equity,0.10,Consumer Staples,National Stock Exchange Of India,India,INR
SEMA,BMRI,BANK MANDIRI (PERSERO),Equity,0.10,Financials,Indonesia Stock Exchange,Indonesia,IDR
SEMA,POWERGRID,POWER GRID CORPORATION OF INDIA LT,Equity,0.10,Utilities,National Stock Exchange Of India,India,INR
SEMA,HTHT,HUAZHU GROUP ADR REPRESENTING LTD,Equity,0.09,Consumer Discretionary,NASDAQ,China,USD
SEMA,0992,LENOVO GROUP LTD,Equity,0.09,Information Technology,Hong Kong Exchanges And Clearing Ltd,China,HKD
SEMA,2601,CHINA PACIFIC INSURANCE (GROUP) LT,Equity,0.09,Financials,Hong Kong Exchanges And Clearing Ltd,China,HKD
SEMA,NTPC,NTPC LTD,Equity,0.09,Utilities,National Stock Exchange Of India,India,INR
SEMA,2609,YANG MING MARINE TRANSPORT CORP,Equity,0.09,Industrials,Taiwan Stock Exchange,Taiwan,TWD
SEMA,GFI,GOLD FIELDS LTD,Equity,0.09,Materials,Johannesburg Stock Exchange,South Africa,ZAR
SEMA,MGLU3,MAGAZINE LUIZA SA,Equity,0.09,Consumer Discretionary,XBSP,Brazil,BRL
SEMA,6690,HAIER SMART HOME CLASS H LTD H,Equity,0.09,Consumer Discretionary,Hong Kong Exchanges And Clearing Ltd,China,HKD
SEMA,BAJAJFINSV,BAJAJ FINSERV LTD,Equity,0.09,Financials,National Stock Exchange Of India,India,INR
SEMA,2382,QUANTA COMPUTER INC,Equity,0.09,Information Technology,Taiwan Stock Exchange,Taiwan,TWD
SEMA,VIPS,VIPSHOP HOLDINGS SPONSORED ADS REP,Equity,0.09,Consumer Discretionary,New York Stock Exchange Inc.,China,USD
SEMA,WEGE3,WEG SA,Equity,0.09,Industrials,XBSP,Brazil,BRL
SEMA,SLM,SANLAM LIMITED LTD,Equity,0.09,Financials,Johannesburg Stock Exchange,South Africa,ZAR
SEMA,DRREDDY,DR REDDYS LABORATORIES LTD,Equity,0.09,Health Care,National Stock Exchange Of India,India,INR
SEMA,5880,TAIWAN COOPERATIVE FINANCIAL HOLDI,Equity,0.09,Financials,Taiwan Stock Exchange,Taiwan,TWD
SEMA,034730,SK INC,Equity,0.09,Industrials,Korea Exchange (Stock Market),Korea (South),KRW
SEMA,HDFCLIFE,HDFC LIFE INSURANCE COMPANY LTD,Equity,0.09,Financials,National Stock Exchange Of India,India,INR
SEMA,AOT.R,AIRPORTS OF THAILAND NON-VOTING DR,Equity,0.09,Industrials,Stock Exchange Of Thailand,Thailand,THB
SEMA,MAYBANK,MALAYAN BANKING,Equity,0.09,Financials,Bursa Malaysia,Malaysia,MYR
SEMA,BID,BID CORPORATION LTD,Equity,0.09,Consumer Staples,Johannesburg Stock Exchange,South Africa,ZAR
SEMA,CIMB,CIMB GROUP HOLDINGS,Equity,0.09,Financials,Bursa Malaysia,Malaysia,MYR
SEMA,POLY,POLYMETAL INTERNATIONAL PLC,Equity,0.09,Materials,Standard-Classica-Forts,Russian Federation,RUB
SEMA,SQM.B,SOCIEDAD QUIMICA Y MINERA DE CHILE,Equity,0.09,Materials,Santiago Stock Exchange,Chile,CLP
SEMA,ABG,ABSA GROUP LTD,Equity,0.09,Financials,Johannesburg Stock Exchange,South Africa,ZAR
SEMA,ASII,ASTRA INTERNATIONAL,Equity,0.09,Consumer Discretionary,Indonesia Stock Exchange,Indonesia,IDR
SEMA,KGH,KGHM POLSKA MIEDZ SA,Equity,0.09,Materials,Warsaw Stock Exchange/Equities/Main Market,Poland,PLN
SEMA,BAP,CREDICORP LTD,Equity,0.09,Financials,New York Stock Exchange Inc.,Peru,USD
SEMA,003550,LG CORP,Equity,0.09,Industrials,Korea Exchange (Stock Market),Korea (South),KRW
SEMA,BEKE,KE HOLDINGS ADR REPRESENTING INC,Equity,0.08,Real Estate,New York Stock Exchange Inc.,China,USD
SEMA,TATAMOTORS,TATA MOTORS LTD,Equity,0.08,Consumer Discretionary,National Stock Exchange Of India,India,INR
SEMA,1918,SUNAC CHINA HOLDINGS LTD,Equity,0.08,Real Estate,Hong Kong Exchanges And Clearing Ltd,China,HKD
SEMA,2359,WUXI APPTEC LTD H,Equity,0.08,Health Care,Hong Kong Exchanges And Clearing Ltd,China,HKD
SEMA,1088,CHINA SHENHUA ENERGY LTD H,Equity,0.08,Energy,Hong Kong Exchanges And Clearing Ltd,China,HKD
SEMA,ADVANC.R,ADVANCED INFO SERVICE NON-VOTING D,Equity,0.08,Communication,Stock Exchange Of Thailand,Thailand,THB
SEMA,2327,YAGEO CORP,Equity,0.08,Information Technology,Taiwan Stock Exchange,Taiwan,TWD
SEMA,0914,ANHUI CONCH CEMENT LTD H,Equity,0.08,Materials,Hong Kong Exchanges And Clearing Ltd,China,HKD
SEMA,6969,SMOORE INTERNATIONAL HOLDINGS LTD,Equity,0.08,Consumer Staples,Hong Kong Exchanges And Clearing Ltd,China,HKD
SEMA,SMPH,SM PRIME HOLDINGS INC,Equity,0.08,Real Estate,Philippine Stock Exchange Inc.,Philippines,PHP
SEMA,TME,TENCENT MUSIC ENTERTAINMENT GROUP,Equity,0.08,Communication,New York Stock Exchange Inc.,China,USD
SEMA,SBILIFE,SBI LIFE INSURANCE COMPANY LTD,Equity,0.08,Financials,National Stock Exchange Of India,India,INR
SEMA,1919,COSCO SHIPPING HOLDINGS LTD H,Equity,0.08,Industrials,Hong Kong Exchanges And Clearing Ltd,China,HKD
SEMA,2883,CHINA DEVELOPMENT FINANCIAL HOLDIN,Equity,0.08,Financials,Taiwan Stock Exchange,Taiwan,TWD
SEMA,6186,CHINA FEIHE LTD,Equity,0.08,Consumer Staples,Hong Kong Exchanges And Clearing Ltd,China,HKD
SEMA,ITSA4,ITAUSA INVESTIMENTOS ITAU PREF SA,Equity,0.08,Financials,XBSP,Brazil,BRL
SEMA,2345,ACCTON TECHNOLOGY CORP,Equity,0.08,Information Technology,Taiwan Stock Exchange,Taiwan,TWD
SEMA,TATACONSUM,TATA CONSUMER PRODUCTS LTD,Equity,0.08,Consumer Staples,National Stock Exchange Of India,India,INR
SEMA,ANG,ANGLOGOLD ASHANTI LTD,Equity,0.08,Materials,Johannesburg Stock Exchange,South Africa,ZAR
SEMA,0241,ALIBABA HEALTH INFORMATION TECH LT,Equity,0.08,Health Care,Hong Kong Exchanges And Clearing Ltd,China,HKD
SEMA,PLZL,POLYUS,Equity,0.08,Materials,Standard-Classica-Forts,Russian Federation,RUB
SEMA,BDMS.R,BANGKOK DUSIT MEDICAL SERVICES NON,Equity,0.08,Health Care,Stock Exchange Of Thailand,Thailand,THB
SEMA,3045,TAIWAN MOBILE LTD,Equity,0.08,Communication,Taiwan Stock Exchange,Taiwan,TWD
SEMA,3481,INNOLUX CORP,Equity,0.08,Information Technology,Taiwan Stock Exchange,Taiwan,TWD
SEMA,090430,AMOREPACIFIC CORP,Equity,0.08,Consumer Staples,Korea Exchange (Stock Market),Korea (South),KRW
SEMA,0586,CHINA CONCH VENTURE HOLDINGS LTD,Equity,0.08,Industrials,Hong Kong Exchanges And Clearing Ltd,China,HKD
SEMA,TLEVISACPO,GRUPO TELEVISA,Equity,0.08,Communication,Bolsa Mexicana De Valores,Mexico,MXN
SEMA,2207,HOTAI MOTOR LTD,Equity,0.08,Consumer Discretionary,Taiwan Stock Exchange,Taiwan,TWD
SEMA,2328,PICC PROPERTY AND CASUALTY LTD H,Equity,0.08,Financials,Hong Kong Exchanges And Clearing Ltd,China,HKD
SEMA,0267,CITIC LTD,Equity,0.08,Industrials,Hong Kong Exchanges And Clearing Ltd,China,HKD
SEMA,2409,AU OPTRONICS CORP,Equity,0.08,Information Technology,Taiwan Stock Exchange,Taiwan,TWD
SEMA,3037,UNIMICRON TECHNOLOGY CORP,Equity,0.07,Information Technology,Taiwan Stock Exchange,Taiwan,TWD
SEMA,NTCO3,NATURA CO HOLDING SA,Equity,0.07,Consumer Staples,XBSP,Brazil,BRL
SEMA,0916,CHINA LONGYUAN POWER GROUP CORP LT,Equity,0.07,Utilities,Hong Kong Exchanges And Clearing Ltd,China,HKD
SEMA,2887,TAISHIN FINANCIAL HOLDING LTD,Equity,0.07,Financials,Taiwan Stock Exchange,Taiwan,TWD
SEMA,AMS,ANGLO AMERICAN PLATINUM LTD,Equity,0.07,Materials,Johannesburg Stock Exchange,South Africa,ZAR
SEMA,IQCD,INDUSTRIES QATAR,Equity,0.07,Industrials,Qatar Exchange,Qatar,QAR
SEMA,PZU,PZU SA,Equity,0.07,Financials,Warsaw Stock Exchange/Equities/Main Market,Poland,PLN
SEMA,2912,PRESIDENT CHAIN STORE CORP,Equity,0.07,Consumer Staples,Taiwan Stock Exchange,Taiwan,TWD
SEMA,2880,HUA NAN FINANCIAL HOLDINGS LTD,Equity,0.07,Financials,Taiwan Stock Exchange,Taiwan,TWD
SEMA,ALE,ALLEGRO SA,Equity,0.07,Consumer Discretionary,Warsaw Stock Exchange/Equities/Main Market,Poland,PLN
SEMA,1658,POSTAL SAVINGS BANK OF CHINA LTD H,Equity,0.07,Financials,Hong Kong Exchanges And Clearing Ltd,China,HKD
SEMA,CIPLA,CIPLA LTD,Equity,0.07,Health Care,National Stock Exchange Of India,India,INR
SEMA,6488,GLOBALWAFERS LTD,Equity,0.07,Information Technology,Gretai Securities Market,Taiwan,TWD
SEMA,000810,SAMSUNG FIRE & MARINE INSURANCE LT,Equity,0.07,Financials,Korea Exchange (Stock Market),Korea (South),KRW
SEMA,ADCB,ABU DHABI COMMERCIAL BANK,Equity,0.07,Financials,Abu Dhabi Securities Exchange,United Arab Emirates,AED
SEMA,VOD,VODACOM GROUP LTD,Equity,0.07,Communication,Johannesburg Stock Exchange,South Africa,ZAR
SEMA,SCCO,SOUTHERN COPPER CORP,Equity,0.07,Materials,New York Stock Exchange Inc.,Peru,USD
SEMA,SHP,SHOPRITE HOLDINGS LTD,Equity,0.07,Consumer Staples,Johannesburg Stock Exchange,South Africa,ZAR
SEMA,0788,CHINA TOWER CORP LTD H,Equity,0.07,Communication,Hong Kong Exchanges And Clearing Ltd,China,HKD
SEMA,PKN,POLSKI KONCERN NAFTOWY ORLEN SA,Equity,0.07,Energy,Warsaw Stock Exchange/Equities/Main Market,Poland,PLN
SEMA,NAUKRI,INFO EDGE INDIA LTD,Equity,0.07,Communication,National Stock Exchange Of India,India,INR
SEMA,1193,CHINA RESOURCES GAS GROUP LTD,Equity,0.07,Utilities,Hong Kong Exchanges And Clearing Ltd,China,HKD
SEMA,QIBK,QATAR ISLAMIC BANK,Equity,0.07,Financials,Qatar Exchange,Qatar,QAR
SEMA,GRASIM,GRASIM INDUSTRIES LTD,Equity,0.07,Materials,National Stock Exchange Of India,India,INR
SEMA,6030,CITIC SECURITIES COMPANY LTD H,Equity,0.07,Financials,Hong Kong Exchanges And Clearing Ltd,China,HKD
SEMA,APOLLOHOSP,APOLLO HOSPITALS ENTERPRISE LTD,Equity,0.07,Health Care,National Stock Exchange Of India,India,INR
SEMA,GDS,GDS HOLDINGS LIMITED ADR REPRESENT,Equity,0.07,Information Technology,NASDAQ,China,USD
SEMA,DELTA.R,DELTA ELECTRONICS (THAILAND) NON-V,Equity,0.07,Information Technology,Stock Exchange Of Thailand,Thailand,THB
SEMA,018260,SAMSUNG SDS LTD,Equity,0.07,Information Technology,Korea Exchange (Stock Market),Korea (South),KRW
SEMA,NHM,NORTHAM PLATINUM LTD,Equity,0.07,Materials,Johannesburg Stock Exchange,South Africa,ZAR
SEMA,1772,GANFENG LITHIUM LTD H,Equity,0.07,Materials,Hong Kong Exchanges And Clearing Ltd,China,HKD
SEMA,GNDI3,NOTRE DAME INTERMEDICA PARTICIPACO,Equity,0.07,Health Care,XBSP,Brazil,BRL
SEMA,SUZB3,SUZANO SA,Equity,0.07,Materials,XBSP,Brazil,BRL
SEMA,015760,KOREA ELECTRIC POWER CORP,Equity,0.07,Utilities,Korea Exchange (Stock Market),Korea (South),KRW
SEMA,UPL,UPL LTD,Equity,0.06,Materials,National Stock Exchange Of India,India,INR
SEMA,BRITANNIA,BRITANNIA INDUSTRIES LTD,Equity,0.06,Consumer Staples,National Stock Exchange Of India,India,INR
SEMA,5876,SHANGHAI COMMERCIAL LTD,Equity,0.06,Financials,Taiwan Stock Exchange,Taiwan,TWD
SEMA,2890,SINOPAC FINANCIAL HOLDINGS LTD,Equity,0.06,Financials,Taiwan Stock Exchange,Taiwan,TWD
