PLAY;DAVE AND BUSTERS ENTERTAINMENT INC;Consumer Discretionary;NASDAQ;United States;USD
GIII;G III APPAREL GROUP LTD;Consumer Discretionary;NASDAQ;United States;USD
IMGN;IMMUNOGEN INC;Health Care;NASDAQ;United States;USD
XPEL;XPEL INC;Consumer Discretionary;NASDAQ;United States;USD
OSPN;ONESPAN INC;Information Technology;NASDAQ;United States;USD
CTBI;COMMUNITY TRUST BANCORP INC;Financials;NASDAQ;United States;USD
CNDT;CONDUENT INC;Information Technology;NASDAQ;United States;USD
PLAB;PHOTRONICS INC;Information Technology;NASDAQ;United States;USD
BANR;BANNER CORP;Financials;NASDAQ;United States;USD
PRIM;PRIMORIS SERVICES CORP;Industrials;NASDAQ;United States;USD
IRTC;IRHYTHM TECHNOLOGIES INC;Health Care;NASDAQ;United States;USD
LMAT;LEMAITRE VASCULAR INC;Health Care;NASDAQ;United States;USD
MSBI;MIDLAND STATES BANCORP INC;Financials;NASDAQ;United States;USD
INO;INOVIO PHARMACEUTICALS INC;Health Care;NASDAQ;United States;USD
STRL;STERLING CONSTRUCTION INC;Industrials;NASDAQ;United States;USD
CALM;CAL MAINE FOODS INC;Consumer Staples;NASDAQ;United States;USD
COHU;COHU INC;Information Technology;NASDAQ;United States;USD
CENX;CENTURY ALUMINUM;Materials;NASDAQ;United States;USD
USCR;U S CONCRETE INC;Materials;NASDAQ;United States;USD
FRHC;FREEDOM HOLDING CORP;Financials;NASDAQ;United States;USD
MATW;MATTHEWS INTERNATIONAL CORP CLASS;Industrials;NASDAQ;United States;USD
AGEN;AGENUS INC;Health Care;NASDAQ;United States;USD
CRSR;CORSAIR GAMING INC;Information Technology;NASDAQ;United States;USD
VREX;VAREX IMAGING CORP;Health Care;NASDAQ;United States;USD
INGN;INOGEN INC;Health Care;NASDAQ;United States;USD
HURN;HURON CONSULTING GROUP INC;Industrials;NASDAQ;United States;USD
SCHL;SCHOLASTIC CORP;Communication;NASDAQ;United States;USD
MORF;MORPHIC HOLDING INC;Health Care;NASDAQ;United States;USD
WABC;WESTAMERICA BANCORPORATION;Financials;NASDAQ;United States;USD
PLL;PIEDMONT LITHIUM INC;Materials;NASDAQ;United States;USD
TVTX;TRAVERE THERAPEUTICS INC;Health Care;NASDAQ;United States;USD
SPWH;SPORTSMANS WAREHOUSE HOLDINGS INC;Consumer Discretionary;NASDAQ;United States;USD
ASTE;ASTEC INDUSTRIES INC;Industrials;NASDAQ;United States;USD
CLOV;CLOVER HEALTH INVESTMENTS CORP CLA;Health Care;NASDAQ;United States;USD
EXTR;EXTREME NETWORKS INC;Information Technology;NASDAQ;United States;USD
HEES;H AND E EQUIPMENT SERVICES INC;Industrials;NASDAQ;United States;USD
TRHC;TABULA RASA HEALTHCARE INC;Health Care;NASDAQ;United States;USD
ECHO;ECHO GLOBAL LOGISTICS INC;Industrials;NASDAQ;United States;USD
DCPH;DECIPHERA PHARMACEUTICALS INC;Health Care;NASDAQ;United States;USD
REAL;THE REALREAL INC;Consumer Discretionary;NASDAQ;United States;USD
MCRI;MONARCH CASINO AND RESORT INC;Consumer Discretionary;NASDAQ;United States;USD
SGMO;SANGAMO THERAPEUTICS INC;Health Care;NASDAQ;United States;USD
LASR;NLIGHT INC;Information Technology;NASDAQ;United States;USD
SLP;SIMULATIONS PLUS INC;Health Care;NASDAQ;United States;USD
BLFS;BIOLIFE SOLUTIONS INC;Health Care;NASDAQ;United States;USD
GLDD;GREAT LAKES DREDGE AND DOCK CORP;Industrials;NASDAQ;United States;USD
HMHC;HOUGHTON MIFFLIN HARCOURT;Consumer Discretionary;NASDAQ;United States;USD
NTGR;NETGEAR INC;Information Technology;NASDAQ;United States;USD
PSNL;PERSONALIS INC;Health Care;NASDAQ;United States;USD
CSTL;CASTLE BIOSCIENCES INC;Health Care;NASDAQ;United States;USD
UFCS;UNITED FIRE GROUP INC;Financials;NASDAQ;United States;USD
STFC;STATE AUTO FINANCIAL CORP;Financials;NASDAQ;United States;USD
IMKTA;INGLES MARKETS INC CLASS A;Consumer Staples;NASDAQ;United States;USD
RGNX;REGENXBIO INC;Health Care;NASDAQ;United States;USD
TVTY;TIVITY HEALTH INC;Health Care;NASDAQ;United States;USD
AMSWA;AMERICAN SOFTWARE INC CLASS A;Information Technology;NASDAQ;United States;USD
HSII;HEIDRICK AND STRUGGLES INTERNATION;Industrials;NASDAQ;United States;USD
WW;WW INTERNATIONAL INC;Consumer Discretionary;NASDAQ;United States;USD
ATEX;ANTERIX INC;Communication;NASDAQ;United States;USD
CDZI;CADIZ INC;Utilities;NASDAQ;United States;USD
VECO;VEECO INSTRUMENTS INC;Information Technology;NASDAQ;United States;USD
BTRS;BTRS HOLDINGS INC CLASS;Information Technology;NASDAQ;United States;USD
CHCO;CITY HOLDING;Financials;NASDAQ;United States;USD
ECOL;US ECOLOGY INC;Industrials;NASDAQ;United States;USD
MGPI;MGP INGREDIENTS INC;Consumer Staples;NASDAQ;United States;USD
CERS;CERUS CORP;Health Care;NASDAQ;United States;USD
ANGI;ANGI INC CLASS A;Communication;NASDAQ;United States;USD
ATRI;ATRION CORP;Health Care;NASDAQ;United States;USD
SRDX;SURMODICS INC;Health Care;NASDAQ;United States;USD
CPRX;CATALYST PHARMACEUTICALS INC;Health Care;NASDAQ;United States;USD
GBIO;GENERATION BIO;Health Care;NASDAQ;United States;USD
FORR;FORRESTER RESEARCH INC;Industrials;NASDAQ;United States;USD
CVGW;CALAVO GROWERS INC;Consumer Staples;NASDAQ;United States;USD
CPSI;COMPUTER PROGRAMS AND SYSTEMS INC;Health Care;NASDAQ;United States;USD
MGNX;MACROGENICS INC;Health Care;NASDAQ;United States;USD
SGH;SMART GLOBAL HOLDINGS INC;Information Technology;NASDAQ;United States;USD
RUBY;RUBIUS THERAPEUTICS INC;Health Care;NASDAQ;United States;USD
XENT;INTERSECT ENT INC;Health Care;NASDAQ;United States;USD
LUNG;PULMONX CORP;Health Care;NASDAQ;United States;USD
QURE;UNIQURE NV;Health Care;NASDAQ;United States;USD
HGEN;HUMANIGEN INC;Health Care;NASDAQ;United States;USD
ZGNX;ZOGENIX INC;Health Care;NASDAQ;United States;USD
PNTG;PENNANT GROUP INC;Health Care;NASDAQ;United States;USD
ANDE;ANDERSONS INC;Consumer Staples;NASDAQ;United States;USD
ZNTL;ZENTALIS PHARMACEUTICALS INC;Health Care;NASDAQ;United States;USD
ZUMZ;ZUMIEZ INC;Consumer Discretionary;NASDAQ;United States;USD
TELL;TELLURIAN INC;Energy;NASDAQ;United States;USD
ASO;ACADEMY SPORTS AND OUTDOORS INC;Consumer Discretionary;NASDAQ;United States;USD
MNKD;MANNKIND CORP;Health Care;NASDAQ;United States;USD
GOEV;CANOO INC CLASS A;Consumer Discretionary;NASDAQ;United States;USD
ORBC;ORBCOMM INC;Communication;NASDAQ;United States;USD
HRTX;HERON THERAPEUTICS INC;Health Care;NASDAQ;United States;USD
FGEN;FIBROGEN INC;Health Care;NASDAQ;United States;USD
SSP;EW SCRIPPS CLASS A;Communication;NASDAQ;United States;USD
WETF;WISDOMTREE INVESTMENTS INC;Financials;NASDAQ;United States;USD
TCX;TUCOWS INC;Information Technology;NASDAQ;United States;USD
VXRT;VAXART INC;Health Care;NASDAQ;United States;USD
CARA;CARA THERAPEUTICS INC;Health Care;NASDAQ;United States;USD
NTUS;NATUS MEDICAL INC;Health Care;NASDAQ;United States;USD
MRTN;MARTEN TRANSPORT LTD;Industrials;NASDAQ;United States;USD
KRYS;KRYSTAL BIOTECH INC;Health Care;NASDAQ;United States;USD
KURA;KURA ONCOLOGY INC;Health Care;NASDAQ;United States;USD
STBA;S AND T BANCORP INC;Financials;NASDAQ;United States;USD
OBNK;ORIGIN BANCORP INC;Financials;NASDAQ;United States;USD
PFBC;PREFERRED BANK;Financials;NASDAQ;United States;USD
COLL;COLLEGIUM PHARMACEUTICAL INC;Health Care;NASDAQ;United States;USD
PETQ;PETIQ INC CLASS A;Health Care;NASDAQ;United States;USD
YORW;YORK WATER;Utilities;NASDAQ;United States;USD
AVID;AVID TECHNOLOGY INC;Information Technology;NASDAQ;United States;USD
HLIT;HARMONIC INC;Information Technology;NASDAQ;United States;USD
CHEF;CHEFS WAREHOUSE INC;Consumer Staples;NASDAQ;United States;USD
PGEN;PRECIGEN INC;Health Care;NASDAQ;United States;USD
DENN;DENNYS CORP;Consumer Discretionary;NASDAQ;United States;USD
PAHC;PHIBRO ANIMAL HEALTH CORP CLASS A;Health Care;NASDAQ;United States;USD
AMPH;AMPHASTAR PHARMACEUTICALS INC;Health Care;NASDAQ;United States;USD
ATSG;AIR TRANSPORT SERVICES GROUP INC;Industrials;NASDAQ;United States;USD
EHTH;EHEALTH INC;Financials;NASDAQ;United States;USD
EBIX;EBIX INC;Information Technology;NASDAQ;United States;USD
AXGN;AXOGEN INC;Health Care;NASDAQ;United States;USD
PDFS;PDF SOLUTIONS INC;Information Technology;NASDAQ;United States;USD
AFIN;AMERICAN FIN INC TRUST CLASS A;Real Estate;NASDAQ;United States;USD
HSTM;HEALTHSTREAM INC;Health Care;NASDAQ;United States;USD
QNST;QUINSTREET INC;Communication;NASDAQ;United States;USD
BJRI;BJS RESTAURANTS INC;Consumer Discretionary;NASDAQ;United States;USD
CGEN;COMPUGEN LTD;Health Care;NASDAQ;Israel;USD
DRVN;DRIVEN BRANDS HOLDINGS INC;Industrials;NASDAQ;United States;USD
APEI;AMERICAN PUBLIC EDUCATION INC;Consumer Discretionary;NASDAQ;United States;USD
DHC;DIVERSIFIED HEALTHCARE TRUST;Real Estate;NASDAQ;United States;USD
UPLD;UPLAND SOFTWARE INC;Information Technology;NASDAQ;United States;USD
OFIX;ORTHOFIX MEDICAL INC;Health Care;NASDAQ;United States;USD
RIDE;LORDSTOWN MOTORS CORP CLASS A;Consumer Discretionary;NASDAQ;United States;USD
LORL;LORAL SPACE AND COMMUNICATIONS INC;Communication;NASDAQ;United States;USD
REPL;REPLIMUNE GROUP INC;Health Care;NASDAQ;United States;USD
BRKL;BROOKLINE BANCORP INC;Financials;NASDAQ;United States;USD
HYFM;HYDROFARM HOLDINGS GROUP INC;Industrials;NASDAQ;United States;USD
OSUR;ORASURE TECHNOLOGIES INC;Health Care;NASDAQ;United States;USD
OMER;OMEROS CORP;Health Care;NASDAQ;United States;USD
RXT;RACKSPACE TECHNOLOGY INC;Information Technology;NASDAQ;United States;USD
PRDO;PERDOCEO EDUCATION CORP;Consumer Discretionary;NASDAQ;United States;USD
YMAB;Y MABS THERAPEUTICS INC;Health Care;NASDAQ;United States;USD
MDGL;MADRIGAL PHARMACEUTICALS INC;Health Care;NASDAQ;United States;USD
BCOR;BLUCORA INC;Financials;NASDAQ;United States;USD
CCXI;CHEMOCENTRYX INC;Health Care;NASDAQ;United States;USD
TCMD;TACTILE SYSTEMS TECHNOLOGY INC;Health Care;NASDAQ;United States;USD
KELYA;KELLY SERVICES INC CLASS A;Industrials;NASDAQ;United States;USD
SP;SP PLUS CORP;Industrials;NASDAQ;United States;USD
BATRK;LIBERTY MEDIA LIBERTY BRAVES CORP;Communication;NASDAQ;United States;USD
BMTC;BRYN MAWR BANK CORP;Financials;NASDAQ;United States;USD
ENDP;ENDO INTERNATIONAL PLC;Health Care;NASDAQ;United States;USD
MOFG;MIDWESTONE FINANCIAL GROUP INC;Financials;NASDAQ;United States;USD
SDC;SMILEDIRECTCLUB INC CLASS A;Health Care;NASDAQ;United States;USD
TRUE;TRUECAR INC;Communication;NASDAQ;United States;USD
ATRS;ANTARES PHARMA INC;Health Care;NASDAQ;United States;USD
TILE;INTERFACE INC;Industrials;NASDAQ;United States;USD
AAWW;ATLAS AIR WORLDWIDE HOLDINGS INC;Industrials;NASDAQ;United States;USD
XOG;EXTRACTION OIL & GAS INC;Energy;NASDAQ;United States;USD
INSG;INSEEGO CORP;Information Technology;NASDAQ;United States;USD
RLAY;RELAY THERAPEUTICS INC;Health Care;NASDAQ;United States;USD
SIBN;SI BONE INC;Health Care;NASDAQ;United States;USD
CNXN;PC CONNECTION INC;Information Technology;NASDAQ;United States;USD
UEIC;UNIVERSAL ELECTRONICS INC;Consumer Discretionary;NASDAQ;United States;USD
NWLI;NATIONAL WESTERN LIFE GROUP INC CL;Financials;NASDAQ;United States;USD
RMR;RMR GROUP INC CLASS A;Real Estate;NASDAQ;United States;USD
BOOM;DMC GLOBAL INC;Energy;NASDAQ;United States;USD
AERI;AERIE PHARMACEUTICALS INC;Health Care;NASDAQ;United States;USD
MERC;MERCER INTERNATIONAL INC;Materials;NASDAQ;United States;USD
BBSI;BARRETT BUSINESS SERVICES INC;Industrials;NASDAQ;United States;USD
VUZI;VUZIX CORP;Consumer Discretionary;NASDAQ;United States;USD
EGRX;EAGLE PHARMACEUTICALS INC;Health Care;NASDAQ;United States;USD
ANAB;ANAPTYSBIO INC;Health Care;NASDAQ;United States;USD
RDUS;RADIUS HEALTH INC;Health Care;NASDAQ;United States;USD
OCUL;OCULAR THERAPEUTIX INC;Health Care;NASDAQ;United States;USD
ATNI;ATN INTERNATIONAL INC;Communication;NASDAQ;United States;USD
CMTL;COMTECH TELECOMMUNICATIONS CORP;Information Technology;NASDAQ;United States;USD
AXSM;AXSOME THERAPEUTICS INC;Health Care;NASDAQ;United States;USD
NNOX;NANO X IMAGING LTD;Health Care;NASDAQ;Israel;USD
HTLD;HEARTLAND EXPRESS INC;Industrials;NASDAQ;United States;USD
DXPE;DXP ENTERPRISES INC;Industrials;NASDAQ;United States;USD
ALBO;ALBIREO PHARMA INC;Health Care;NASDAQ;United States;USD
VLDR;VELODYNE LIDAR INC;Information Technology;NASDAQ;United States;USD
ANIK;ANIKA THERAPEUTICS INC;Health Care;NASDAQ;United States;USD
ZIOP;ZIOPHARM ONCOLOGY INC;Health Care;NASDAQ;United States;USD
TBPH;THERAVANCE BIOPHARMA INC;Health Care;NASDAQ;United States;USD
CASS;CASS INFORMATION SYSTEMS INC;Information Technology;NASDAQ;United States;USD
SPPI;SPECTRUM PHARMACEUTICALS INC;Health Care;NASDAQ;United States;USD
VKTX;VIKING THERAPEUTICS INC;Health Care;NASDAQ;United States;USD
RVMD;REVOLUTION MEDICINES INC;Health Care;NASDAQ;United States;USD
LILA;LIBERTY LATIN AMERICA LTD CLASS A;Communication;NASDAQ;United States;USD
ITRN;ITURAN LOCATION AND CONTROL LTD;Information Technology;NASDAQ;Israel;USD
CRIS;CURIS INC;Health Care;NASDAQ;United States;USD
GERN;GERON CORP;Health Care;NASDAQ;United States;USD
GRPN;GROUPON INC;Consumer Discretionary;NASDAQ;United States;USD
GTHX;G1 THERAPEUTICS INC;Health Care;NASDAQ;United States;USD
CLVS;CLOVIS ONCOLOGY INC;Health Care;NASDAQ;United States;USD
HA;HAWAIIAN HOLDINGS INC;Industrials;NASDAQ;United States;USD
RYTM;RHYTHM PHARMACEUTICALS INC;Health Care;NASDAQ;United States;USD
BDSI;BIODELIVERY SCIENCES INTERNATIONAL;Health Care;NASDAQ;United States;USD
GOSS;GOSSAMER BIO INC;Health Care;NASDAQ;United States;USD
AVRO;AVROBIO INC;Health Care;NASDAQ;United States;USD
MRSN;MERSANA THERAPEUTICS INC;Health Care;NASDAQ;United States;USD
THFF;FIRST FINANCIAL CORPORATION INDIAN;Financials;NASDAQ;United States;USD
KPTI;KARYOPHARM THERAPEUTICS INC;Health Care;NASDAQ;United States;USD
LLNW;LIMELIGHT NETWORKS INC;Information Technology;NASDAQ;United States;USD
FMTX;FORMA THERAPEUTICS HLDG INC;Health Care;NASDAQ;United States;USD
URGN;UROGEN PHARMA LTD;Health Care;NASDAQ;Israel;USD
KBAL;KIMBALL INTERNATIONAL INC CLASS B;Industrials;NASDAQ;United States;USD
TCRR;TCR2 THERAPEUTICS INC;Health Care;NASDAQ;United States;USD
APPH;APPHARVEST INC;Consumer Staples;NASDAQ;United States;USD
TRST;TRUSTCO BANK CORP;Financials;NASDAQ;United States;USD
EPZM;EPIZYME INC;Health Care;NASDAQ;United States;USD
ESPR;ESPERION THERAPEUTICS INC;Health Care;NASDAQ;United States;USD
ANIP;ANI PHARMACEUTICALS INC;Health Care;NASDAQ;United States;USD
AKBA;AKEBIA THERAPEUTICS INC;Health Care;NASDAQ;United States;USD
HFWA;HERITAGE FINANCIAL CORP;Financials;NASDAQ;United States;USD
ICPT;INTERCEPT PHARMACEUTICALS INC;Health Care;NASDAQ;United States;USD
BNFT;BENEFITFOCUS INC;Information Technology;NASDAQ;United States;USD
MCRB;SERES THERAPEUTICS INC;Health Care;NASDAQ;United States;USD
AXDX;ACCELERATE DIAGNOSTICS INC;Health Care;NASDAQ;United States;USD
KROS;KEROS THERAPEUTICS INC;Health Care;NASDAQ;United States;USD
QTNT;QUOTIENT LTD;Health Care;NASDAQ;United States;USD
RLMD;RELMADA THERAPEUTICS INC;Health Care;NASDAQ;United States;USD
HMST;HOMESTREET INC;Financials;NASDAQ;United States;USD
IMVT;IMMUNOVANT INC;Health Care;NASDAQ;United States;USD
FLXN;FLEXION THERAPEUTICS INC;Health Care;NASDAQ;United States;USD
FREQ;FREQUENCY THERAPEUTICS INC;Health Care;NASDAQ;United States;USD
CUE;CUE BIOPHARMA INC;Health Care;NASDAQ;United States;USD
PRVB;PROVENTION BIO INC;Health Care;NASDAQ;United States;USD
TXMD;THERAPEUTICSMD INC;Health Care;NASDAQ;United States;USD
ATHX;ATHERSYS INC;Health Care;NASDAQ;United States;USD
ATNX;ATHENEX INC;Health Care;NASDAQ;United States;USD
APLT;APPLIED THERAPEUTICS INC;Health Care;NASDAQ;United States;USD
PETS;PETMED EXPRESS INC;Consumer Discretionary;NASDAQ;United States;USD
ADVM;ADVERUM BIOTECHNOLOGIES INC;Health Care;NASDAQ;United States;USD
KALA;KALA PHARMACEUTICALS INC;Health Care;NASDAQ;United States;USD
ARDX;ARDELYX INC;Health Care;NASDAQ;United States;USD
LAN;LANTHEUS HOLDINGS INC CVR;Health Care;NASDAQ;United States;USD
AMC;AMC ENTERTAINMENT HOLDINGS INC CLA;Communication;New York Stock Exchange Inc.;United States;USD
BILL;BILL COM HOLDINGS INC;Information Technology;New York Stock Exchange Inc.;United States;USD
PWR;QUANTA SERVICES INC;Industrials;New York Stock Exchange Inc.;United States;USD
JLL;JONES LANG LASALLE INC;Real Estate;New York Stock Exchange Inc.;United States;USD
WSM;WILLIAMS SONOMA INC;Consumer Discretionary;New York Stock Exchange Inc.;United States;USD
GGG;GRACO INC;Industrials;New York Stock Exchange Inc.;United States;USD
KIM;KIMCO REALTY REIT CORP;Real Estate;New York Stock Exchange Inc.;United States;USD
TREX;TREX INC;Industrials;New York Stock Exchange Inc.;United States;USD
DAR;DARLING INGREDIENTS INC;Consumer Staples;New York Stock Exchange Inc.;United States;USD
DECK;DECKERS OUTDOOR CORP;Consumer Discretionary;New York Stock Exchange Inc.;United States;USD
FND;FLOOR DECOR HOLDINGS INC CLASS A;Consumer Discretionary;New York Stock Exchange Inc.;United States;USD
TTC;TORO;Industrials;New York Stock Exchange Inc.;United States;USD
TPR;TAPESTRY INC;Consumer Discretionary;New York Stock Exchange Inc.;United States;USD
CLF;CLEVELAND CLIFFS INC;Materials;New York Stock Exchange Inc.;United States;USD
RH;RH;Consumer Discretionary;New York Stock Exchange Inc.;United States;USD
HUBB;HUBBELL INC;Industrials;New York Stock Exchange Inc.;United States;USD
CSL;CARLISLE COMPANIES INC;Industrials;New York Stock Exchange Inc.;United States;USD
CHGG;CHEGG INC;Consumer Discretionary;New York Stock Exchange Inc.;United States;USD
AMH;AMERICAN HOMES RENT REIT CLASS A;Real Estate;New York Stock Exchange Inc.;United States;USD
CUBE;CUBESMART REIT;Real Estate;New York Stock Exchange Inc.;United States;USD
BLDR;BUILDERS FIRSTSOURCE INC;Industrials;New York Stock Exchange Inc.;United States;USD
SCI;SERVICE;Consumer Discretionary;New York Stock Exchange Inc.;United States;USD
GME;GAMESTOP CORP CLASS A;Consumer Discretionary;New York Stock Exchange Inc.;United States;USD
WAL;WESTERN ALLIANCE;Financials;New York Stock Exchange Inc.;United States;USD
DXC;DXC TECHNOLOGY;Information Technology;New York Stock Exchange Inc.;United States;USD
MRO;MARATHON OIL CORP;Energy;New York Stock Exchange Inc.;United States;USD
CMA;COMERICA INC;Financials;New York Stock Exchange Inc.;United States;USD
TPL;TEXAS PACIFIC LAND CORP;Energy;New York Stock Exchange Inc.;United States;USD
TRGP;TARGA RESOURCES CORP;Energy;New York Stock Exchange Inc.;United States;USD
RS;RELIANCE STEEL & ALUMINUM;Materials;New York Stock Exchange Inc.;United States;USD
LSI;LIFE STORAGE INC;Real Estate;New York Stock Exchange Inc.;United States;USD
LAD;LITHIA MOTORS INC;Consumer Discretionary;New York Stock Exchange Inc.;United States;USD
NCLH;NORWEGIAN CRUISE LINE HOLDINGS LTD;Consumer Discretionary;New York Stock Exchange Inc.;United States;USD
WSO;WATSCO INC;Industrials;New York Stock Exchange Inc.;United States;USD
BFAM;BRIGHT HORIZONS FAMILY SOLUTIONS I;Consumer Discretionary;New York Stock Exchange Inc.;United States;USD
COLD;AMERICOLD REALTY TRUST;Real Estate;New York Stock Exchange Inc.;United States;USD
OGN;ORGANON;Health Care;New York Stock Exchange Inc.;United States;USD
FHN;FIRST HORIZON CORP;Financials;New York Stock Exchange Inc.;United States;USD
SLG;SL GREEN REALTY REIT CORP;Real Estate;New York Stock Exchange Inc.;United States;USD
PEN;PENUMBRA INC;Health Care;New York Stock Exchange Inc.;United States;USD
AGCO;AGCO CORP;Industrials;New York Stock Exchange Inc.;United States;USD
CIEN;CIENA CORP;Information Technology;New York Stock Exchange Inc.;United States;USD
BERY;BERRY GLOBAL GROUP INC;Materials;New York Stock Exchange Inc.;United States;USD
ATR;APTARGROUP INC;Materials;New York Stock Exchange Inc.;United States;USD
KSS;KOHLS CORP;Consumer Discretionary;New York Stock Exchange Inc.;United States;USD
SITE;SITEONE LANDSCAPE SUPPLY INC;Industrials;New York Stock Exchange Inc.;United States;USD
STOR;STORE CAPITAL CORP;Real Estate;New York Stock Exchange Inc.;United States;USD
AIRC;APARTMENT INCOME REIT CORP;Real Estate;New York Stock Exchange Inc.;United States;USD
ACM;AECOM;Industrials;New York Stock Exchange Inc.;United States;USD
TPX;TEMPUR SEALY INTERNATIONAL INC;Consumer Discretionary;New York Stock Exchange Inc.;United States;USD
CPRI;CAPRI HOLDINGS LTD;Consumer Discretionary;New York Stock Exchange Inc.;United States;USD
SF;STIFEL FINANCIAL CORP;Financials;New York Stock Exchange Inc.;United States;USD
ARES;ARES MANAGEMENT CORP CLASS A;Financials;New York Stock Exchange Inc.;United States;USD
AA;ALCOA CORP;Materials;New York Stock Exchange Inc.;United States;USD
SMAR;SMARTSHEET INC CLASS A;Information Technology;New York Stock Exchange Inc.;United States;USD
JBL;JABIL INC;Information Technology;New York Stock Exchange Inc.;United States;USD
HRC;HILL ROM HOLDINGS INC;Health Care;New York Stock Exchange Inc.;United States;USD
PII;POLARIS INC;Consumer Discretionary;New York Stock Exchange Inc.;United States;USD
PLAN;ANAPLAN INC;Information Technology;New York Stock Exchange Inc.;United States;USD
BC;BRUNSWICK CORP;Consumer Discretionary;New York Stock Exchange Inc.;United States;USD
NNN;NATIONAL RETAIL PROPERTIES REIT IN;Real Estate;New York Stock Exchange Inc.;United States;USD
EHC;ENCOMPASS HEALTH CORP;Health Care;New York Stock Exchange Inc.;United States;USD
FRT;FEDERAL REALTY INVESTMENT TRUST RE;Real Estate;New York Stock Exchange Inc.;United States;USD
OSK;OSHKOSH CORP;Industrials;New York Stock Exchange Inc.;United States;USD
PVH;PVH CORP;Consumer Discretionary;New York Stock Exchange Inc.;United States;USD
ITT;ITT INC;Industrials;New York Stock Exchange Inc.;United States;USD
YETI;YETI HOLDINGS INC;Consumer Discretionary;New York Stock Exchange Inc.;United States;USD
X;US STEEL CORP;Materials;New York Stock Exchange Inc.;United States;USD
WEX;WEX INC;Information Technology;New York Stock Exchange Inc.;United States;USD
XPO;XPO LOGISTICS INC;Industrials;New York Stock Exchange Inc.;United States;USD
RXN;REXNORD CORP;Industrials;New York Stock Exchange Inc.;United States;USD
CHE;CHEMED CORP;Health Care;New York Stock Exchange Inc.;United States;USD
IIPR;INNOVATIVE INDUSTRIAL PROPERTIES I;Real Estate;New York Stock Exchange Inc.;United States;USD
BLD;TOPBUILD CORP;Consumer Discretionary;New York Stock Exchange Inc.;United States;USD
JHG;JANUS HENDERSON GROUP PLC;Financials;New York Stock Exchange Inc.;United States;USD
USFD;US FOODS HOLDING CORP;Consumer Staples;New York Stock Exchange Inc.;United States;USD
UAA;UNDER ARMOUR INC CLASS A;Consumer Discretionary;New York Stock Exchange Inc.;United States;USD
MAN;MANPOWER INC;Industrials;New York Stock Exchange Inc.;United States;USD
REXR;REXFORD INDUSTRIAL REALTY REIT INC;Real Estate;New York Stock Exchange Inc.;United States;USD
ORI;OLD REPUBLIC INTERNATIONAL CORP;Financials;New York Stock Exchange Inc.;United States;USD
NLSN;NIELSEN HOLDINGS PLC;Industrials;New York Stock Exchange Inc.;United States;USD
BJ;BJS WHOLESALE CLUB HOLDINGS INC;Consumer Staples;New York Stock Exchange Inc.;United States;USD
NYT;NEW YORK TIMES CLASS A;Communication;New York Stock Exchange Inc.;United States;USD
NVST;ENVISTA HOLDINGS CORP;Health Care;New York Stock Exchange Inc.;United States;USD
TOL;TOLL BROTHERS INC;Consumer Discretionary;New York Stock Exchange Inc.;United States;USD
KRC;KILROY REALTY REIT CORP;Real Estate;New York Stock Exchange Inc.;United States;USD
MDU;MDU RESOURCES GROUP INC;Utilities;New York Stock Exchange Inc.;United States;USD
HBI;HANESBRANDS INC;Consumer Discretionary;New York Stock Exchange Inc.;United States;USD
POST;POST HOLDINGS INC;Consumer Staples;New York Stock Exchange Inc.;United States;USD
DKS;DICKS SPORTING INC;Consumer Discretionary;New York Stock Exchange Inc.;United States;USD
LEG;LEGGETT & PLATT INC;Consumer Discretionary;New York Stock Exchange Inc.;United States;USD
EGP;EASTGROUP PROPERTIES REIT INC;Real Estate;New York Stock Exchange Inc.;United States;USD
FAF;FIRST AMERICAN FINANCIAL CORP;Financials;New York Stock Exchange Inc.;United States;USD
JEF;JEFFERIES FINANCIAL GROUP INC;Financials;New York Stock Exchange Inc.;United States;USD
DLB;DOLBY LABORATORIES INC CLASS A;Information Technology;New York Stock Exchange Inc.;United States;USD
AER;AERCAP HOLDINGS NV;Industrials;New York Stock Exchange Inc.;Netherlands;USD
AMG;AFFILIATED MANAGERS GROUP INC;Financials;New York Stock Exchange Inc.;United States;USD
FR;FIRST INDUSTRIAL REALTY TRUST INC;Real Estate;New York Stock Exchange Inc.;United States;USD
STWD;STARWOOD PROPERTY TRUST REIT INC;Financials;New York Stock Exchange Inc.;United States;USD
AYI;ACUITY BRANDS INC;Industrials;New York Stock Exchange Inc.;United States;USD
ACC;AMERICAN CAMPUS COMMUNITIES REIT I;Real Estate;New York Stock Exchange Inc.;United States;USD
VRT;VERTIV HOLDINGS CLASS A;Industrials;New York Stock Exchange Inc.;United States;USD
IAA;IAA INC;Industrials;New York Stock Exchange Inc.;United States;USD
WH;WYNDHAM HOTELS RESORTS INC;Consumer Discretionary;New York Stock Exchange Inc.;United States;USD
EME;EMCOR GROUP INC;Industrials;New York Stock Exchange Inc.;United States;USD
THO;THOR INDUSTRIES INC;Consumer Discretionary;New York Stock Exchange Inc.;United States;USD
OLN;OLIN CORP;Materials;New York Stock Exchange Inc.;United States;USD
SKX;SKECHERS USA INC CLASS A;Consumer Discretionary;New York Stock Exchange Inc.;United States;USD
LPX;LOUISIANA PACIFIC CORP;Materials;New York Stock Exchange Inc.;United States;USD
SNV;SYNOVUS FINANCIAL CORP;Financials;New York Stock Exchange Inc.;United States;USD
