2319.HK;CHINA MENGNIU DAIRY LTD;Consumer Staples;Hong Kong Exchanges And Clearing Ltd;China;HKD
FEMSAUBD.MX;FOMENTO ECONOMICO MEXICANO;Consumer Staples;Bolsa Mexicana De Valores;Mexico;MXN
GFNORTEO.MX;GPO FINANCE BANORTE;Financials;Bolsa Mexicana De Valores;Mexico;MXN
PETR4.SA;PETROLEO BRASILEIRO PREF SA;Energy;XBSP;Brazil;BRL
2412.TW;CHUNGHWA TELECOM LTD;Communication;Taiwan Stock Exchange;Taiwan;TWD
LI;LI AUTO ADR INC;Consumer Discretionary;NASDAQ;China;USD
2002.TW;CHINA STEEL CORP;Materials;Taiwan Stock Exchange;Taiwan;TWD
HCLTECH.NS;HCL TECHNOLOGIES LTD;Information Technology;National Stock Exchange Of India;India;INR
1303.TW;NAN YA PLASTICS CORP;Materials;Taiwan Stock Exchange;Taiwan;TWD
2882.TW;CATHAY FINANCIAL HOLDING LTD;Financials;Taiwan Stock Exchange;Taiwan;TWD
XPEV;XPENG ADR REPRESENTING INC;Consumer Discretionary;New York Stock Exchange Inc.;China;USD
012330.KS;HYUNDAI MOBIS LTD;Consumer Discretionary;Korea Exchange (Stock Market);Korea (South);KRW
ASIANPAINT.NS;ASIAN PAINTS LTD;Materials;National Stock Exchange Of India;India;INR
2891.TW;CTBC FINANCIAL HOLDING LTD;Financials;Taiwan Stock Exchange;Taiwan;TWD
3711.TW;ASE TECHNOLOGY HOLDING LTD;Information Technology;Taiwan Stock Exchange;Taiwan;TWD
BBRI.JK;BANK RAKYAT INDONESIA (PERSERO);Financials;Indonesia Stock Exchange;Indonesia;IDR
055550.KS;SHINHAN FINANCIAL GROUP LTD;Financials;Korea Exchange (Stock Market);Korea (South);KRW
GMEXICOB.MX;GRUPO MEXICO B;Materials;Bolsa Mexicana De Valores;Mexico;MXN
LT.NS;LARSEN AND TOUBRO LTD;Industrials;National Stock Exchange Of India;India;INR
2333.HK;GREAT WALL MOTOR LTD H;Consumer Discretionary;Hong Kong Exchanges And Clearing Ltd;China;HKD
066570.KS;LG ELECTRONICS INC;Consumer Discretionary;Korea Exchange (Stock Market);Korea (South);KRW
BBDC4.SA;BANCO BRADESCO PREF SA;Financials;XBSP;Brazil;BRL
MTN.JO;MTN GROUP LTD;Communication;Johannesburg Stock Exchange;South Africa;ZAR
207940.KS;SAMSUNG BIOLOGICS LTD;Health Care;Korea Exchange (Stock Market);Korea (South);KRW
PETR3.SA;PETROBRAS;Energy;XBSP;Brazil;BRL
1295.KL;PUBLIC BANK;Financials;Bursa Malaysia;Malaysia;MYR
1301.TW;FORMOSA PLASTICS CORP;Materials;Taiwan Stock Exchange;Taiwan;TWD
KOTAKBANK.NS;KOTAK MAHINDRA BANK LTD;Financials;National Stock Exchange Of India;India;INR
BGNE;BEIGENE ADS REPRESENTING LTD;Health Care;NASDAQ;China;USD
BILI;BILIBILI AMERICAN DEPOSITARY SHARE;Communication;NASDAQ;China;USD
IMP.JO;IMPALA PLATINUM LTD;Materials;Johannesburg Stock Exchange;South Africa;ZAR
2603.TW;EVERGREEN MARINE CORP (TAIWAN) LTD;Industrials;Taiwan Stock Exchange;Taiwan;TWD
MARUTI.NS;MARUTI SUZUKI INDIA LTD;Consumer Discretionary;National Stock Exchange Of India;India;INR
OTP.BP;OTP BANK;Financials;Budapest Stock Exchange;Hungary;HUF
1093.HK;CSPC PHARMACEUTICAL GROUP LTD;Health Care;Hong Kong Exchanges And Clearing Ltd;China;HKD
1216.TW;UNI-PRESIDENT ENTERPRISES CORP;Consumer Staples;Taiwan Stock Exchange;Taiwan;TWD
2628.HK;CHINA LIFE INSURANCE LTD H;Financials;Hong Kong Exchanges And Clearing Ltd;China;HKD
1109.HK;CHINA RESOURCES LAND LTD;Real Estate;Hong Kong Exchanges And Clearing Ltd;China;HKD
TCOM;TRIP COM GROUP ADR LTD;Consumer Discretionary;NASDAQ;China;USD
TATASTEEL.NS;TATA STEEL LTD;Materials;National Stock Exchange Of India;India;INR
6098.HK;COUNTRY GARDEN SERVICES HOLDINGS L;Industrials;Hong Kong Exchanges And Clearing Ltd;China;HKD
CEMEXCPO.MX;CEMEX CPO;Materials;Bolsa Mexicana De Valores;Mexico;MXN
ZTO;ZTO EXPRESS CAYMAN ADR REPRESENTIN;Industrials;New York Stock Exchange Inc.;China;USD
TECHM.NS;TECH MAHINDRA LTD;Information Technology;National Stock Exchange Of India;India;INR
2886.TW;MEGA FINANCIAL HOLDING LTD;Financials;Taiwan Stock Exchange;Taiwan;TWD
0291.HK;CHINA RESOURCES BEER HOLDINGS LTD;Consumer Staples;Hong Kong Exchanges And Clearing Ltd;China;HKD
KFHna;KUWAIT FINANCE HOUSE;Financials;Kuwait Stock Exchange;Kuwait;KWD
086790.KS;HANA FINANCIAL GROUP INC;Financials;Korea Exchange (Stock Market);Korea (South);KRW
3034.TW;NOVATEK MICROELECTRONICS CORP;Information Technology;Taiwan Stock Exchange;Taiwan;TWD
ETISALATna;EMIRATES TELECOM;Communication;Abu Dhabi Securities Exchange;United Arab Emirates;AED
SSW.JO;SIBANYE STILLWATER LTD;Materials;Johannesburg Stock Exchange;South Africa;ZAR
SBK.JO;STANDARD BANK GROUP;Financials;Johannesburg Stock Exchange;South Africa;ZAR
TCSG.ME;TCS GROUP HOLDING REPR CLASS A RE;Financials;Standard-Classica-Forts;Russian Federation;RUB
036570.KS;NCSOFT CORP;Communication;Korea Exchange (Stock Market);Korea (South);KRW
051900.KS;LG HOUSEHOLD & HEALTH CARE LTD;Consumer Staples;Korea Exchange (Stock Market);Korea (South);KRW
0386.HK;CHINA PETROLEUM AND CHEMICAL CORP;Energy;Hong Kong Exchanges And Clearing Ltd;China;HKD
6415.TW;SILERGY CORP;Information Technology;Taiwan Stock Exchange;Taiwan;TWD
ZLAB;ZAI LABORATORY ADR REPRESENTING LT;Health Care;NASDAQ;China;USD
TLKM.JK;TELEKOMUNIKASI INDONESIA;Communication;Indonesia Stock Exchange;Indonesia;IDR
2884.TW;E.SUN FINANCIAL HOLDING LTD;Financials;Taiwan Stock Exchange;Taiwan;TWD
WIPRO.NS;WIPRO LTD;Information Technology;National Stock Exchange Of India;India;INR
5871.TW;CHAILEASE HOLDING LTD;Financials;Taiwan Stock Exchange;Taiwan;TWD
B3SA3.SA;B3 BRASIL BOLSA BALCAO SA;Financials;XBSP;Brazil;BRL
096770.KS;SK INNOVATION LTD;Energy;Korea Exchange (Stock Market);Korea (South);KRW
1801.HK;INNOVENT BIOLOGICS INC;Health Care;Hong Kong Exchanges And Clearing Ltd;China;HKD
017670.KS;SK TELECOM LTD;Communication;Korea Exchange (Stock Market);Korea (South);KRW
PTT-R.BK;PTT NON-VOTING DR PCL;Energy;Stock Exchange Of Thailand;Thailand;THB
2379.TW;REALTEK SEMICONDUCTOR CORP;Information Technology;Taiwan Stock Exchange;Taiwan;TWD
CPALL-R.BK;CP ALL NON-VOTING DR PCL;Consumer Staples;Stock Exchange Of Thailand;Thailand;THB
1326.TW;FORMOSA CHEMICALS & FIBRE CORP;Materials;Taiwan Stock Exchange;Taiwan;TWD
GLOB;GLOBANT SA;Information Technology;New York Stock Exchange Inc.;Argentina;USD
ULTRACEMCO.NS;ULTRATECH CEMENT LTD;Materials;National Stock Exchange Of India;India;INR
0968.HK;XINYI SOLAR HOLDINGS LTD;Information Technology;Hong Kong Exchanges And Clearing Ltd;China;HKD
ABEV3.SA;AMBEV SA;Consumer Staples;XBSP;Brazil;BRL
028260.KS;SAMSUNG C&T CORP;Industrials;Korea Exchange (Stock Market);Korea (South);KRW
0384.HK;CHINA GAS HOLDINGS LTD;Utilities;Hong Kong Exchanges And Clearing Ltd;China;HKD
EMIRATESNBD.na;EMIRATES NBD;Financials;Dubai Financial Market;United Arab Emirates;AED
SCC-R.BK;SIAM CEMENT NON-VOTING DR PCL;Materials;Stock Exchange Of Thailand;Thailand;THB
3008.TW;LARGAN PRECISION LTD;Information Technology;Taiwan Stock Exchange;Taiwan;TWD
TATN.ME;TATNEFT;Energy;Standard-Classica-Forts;Russian Federation;RUB
CPI.JO;CAPITEC LTD;Financials;Johannesburg Stock Exchange;South Africa;ZAR
0857.HK;PETROCHINA LTD H;Energy;Hong Kong Exchanges And Clearing Ltd;China;HKD
SBIN.NS;STATE BANK OF INDIA;Financials;National Stock Exchange Of India;India;INR
011200.KS;HMM LTD;Industrials;Korea Exchange (Stock Market);Korea (South);KRW
0960.HK;LONGFOR GROUP HOLDINGS LTD;Real Estate;Hong Kong Exchanges And Clearing Ltd;China;HKD
PKO.WA;POWSZECHNA KASA OSZCZEDNOSCI BANK;Financials;Warsaw Stock Exchange/Equities/Main Market;Poland;PLN
0688.HK;CHINA OVERSEAS LAND INVESTMENT LTD;Real Estate;Hong Kong Exchanges And Clearing Ltd;China;HKD
M&M.NS;MAHINDRA AND MAHINDRA LTD;Consumer Discretionary;National Stock Exchange Of India;India;INR
1177.HK;SINO BIOPHARMACEUTICAL LTD;Health Care;Hong Kong Exchanges And Clearing Ltd;China;HKD
009150.KS;SAMSUNG ELECTRO MECHANICS LTD;Information Technology;Korea Exchange (Stock Market);Korea (South);KRW
ROSN.ME;NK ROSNEFT;Energy;Standard-Classica-Forts;Russian Federation;RUB
SUNPHARMA.NS;SUN PHARMACEUTICAL INDUSTRIES LTD;Health Care;National Stock Exchange Of India;India;INR
HINDALCO.NS;HINDALCO INDUSTRIES LTD;Materials;National Stock Exchange Of India;India;INR
DIVISLAB.NS;DIVIS LABORATORIES LTD;Health Care;National Stock Exchange Of India;India;INR
1288.HK;AGRICULTURAL BANK OF CHINA LTD H;Financials;Hong Kong Exchanges And Clearing Ltd;China;HKD
2899.HK;ZIJIN MINING GROUP LTD H;Materials;Hong Kong Exchanges And Clearing Ltd;China;HKD
TITAN.NS;TITAN COMPANY LTD;Consumer Discretionary;National Stock Exchange Of India;India;INR
2885.TW;YUANTA FINANCIAL HOLDING LTD;Financials;Taiwan Stock Exchange;Taiwan;TWD
JSWSTEEL.NS;JSW STEEL LTD;Materials;National Stock Exchange Of India;India;INR
091990.KQ;CELLTRION HEALTHCARE LTD;Health Care;Korea Exchange (Kosdaq);Korea (South);KRW
2892.TW;FIRST FINANCIAL HOLDING LTD;Financials;Taiwan Stock Exchange;Taiwan;TWD
0268.HK;KINGDEE INT L SOFTWARE GROUP LTD;Information Technology;Hong Kong Exchanges And Clearing Ltd;China;HKD
SOL.JO;SASOL LTD;Materials;Johannesburg Stock Exchange;South Africa;ZAR
1101.TW;TAIWAN CEMENT CORP;Materials;Taiwan Stock Exchange;Taiwan;TWD
NESTLEIND.NS;NESTLE INDIA LTD;Consumer Staples;National Stock Exchange Of India;India;INR
2357.TW;ASUSTEK COMPUTER INC;Information Technology;Taiwan Stock Exchange;Taiwan;TWD
2007.HK;COUNTRY GARDEN HOLDINGS LTD;Real Estate;Hong Kong Exchanges And Clearing Ltd;China;HKD
ITC.NS;ITC LTD;Consumer Staples;National Stock Exchange Of India;India;INR
033780.KS;KT&G CORP;Consumer Staples;Korea Exchange (Stock Market);Korea (South);KRW
DMART.NS;AVENUE SUPERMARTS LTD;Consumer Staples;National Stock Exchange Of India;India;INR
BMRI.JK;BANK MANDIRI (PERSERO);Financials;Indonesia Stock Exchange;Indonesia;IDR
POWERGRID.NS;POWER GRID CORPORATION OF INDIA LT;Utilities;National Stock Exchange Of India;India;INR
HTHT;HUAZHU GROUP ADR REPRESENTING LTD;Consumer Discretionary;NASDAQ;China;USD
0992.HK;LENOVO GROUP LTD;Information Technology;Hong Kong Exchanges And Clearing Ltd;China;HKD
2601.HK;CHINA PACIFIC INSURANCE (GROUP) LT;Financials;Hong Kong Exchanges And Clearing Ltd;China;HKD
NTPC.NS;NTPC LTD;Utilities;National Stock Exchange Of India;India;INR
2609.TW;YANG MING MARINE TRANSPORT CORP;Industrials;Taiwan Stock Exchange;Taiwan;TWD
GFI.JO;GOLD FIELDS LTD;Materials;Johannesburg Stock Exchange;South Africa;ZAR
MGLU3.SA;MAGAZINE LUIZA SA;Consumer Discretionary;XBSP;Brazil;BRL
6690.HK;HAIER SMART HOME CLASS H LTD H;Consumer Discretionary;Hong Kong Exchanges And Clearing Ltd;China;HKD
BAJAJFINSV.NS;BAJAJ FINSERV LTD;Financials;National Stock Exchange Of India;India;INR
2382.TW;QUANTA COMPUTER INC;Information Technology;Taiwan Stock Exchange;Taiwan;TWD
VIPS;VIPSHOP HOLDINGS SPONSORED ADS REP;Consumer Discretionary;New York Stock Exchange Inc.;China;USD
WEGE3.SA;WEG SA;Industrials;XBSP;Brazil;BRL
SLM.JO;SANLAM LIMITED LTD;Financials;Johannesburg Stock Exchange;South Africa;ZAR
DRREDDY.NS;DR REDDYS LABORATORIES LTD;Health Care;National Stock Exchange Of India;India;INR
5880.TW;TAIWAN COOPERATIVE FINANCIAL HOLDI;Financials;Taiwan Stock Exchange;Taiwan;TWD
034730.KS;SK INC;Industrials;Korea Exchange (Stock Market);Korea (South);KRW
HDFCLIFE.NS;HDFC LIFE INSURANCE COMPANY LTD;Financials;National Stock Exchange Of India;India;INR
AOT-R.BK;AIRPORTS OF THAILAND NON-VOTING DR;Industrials;Stock Exchange Of Thailand;Thailand;THB
MAYBANK.KL;MALAYAN BANKING;Financials;Bursa Malaysia;Malaysia;MYR
BID.JO;BID CORPORATION LTD;Consumer Staples;Johannesburg Stock Exchange;South Africa;ZAR
CIMB.KL;CIMB GROUP HOLDINGS;Financials;Bursa Malaysia;Malaysia;MYR
POLY.ME;POLYMETAL INTERNATIONAL PLC;Materials;Standard-Classica-Forts;Russian Federation;RUB
SQM-B.SN;SOCIEDAD QUIMICA Y MINERA DE CHILE;Materials;Santiago Stock Exchange;Chile;CLP
ABG.JO;ABSA GROUP LTD;Financials;Johannesburg Stock Exchange;South Africa;ZAR
ASII.JK;ASTRA INTERNATIONAL;Consumer Discretionary;Indonesia Stock Exchange;Indonesia;IDR
KGH.WA;KGHM POLSKA MIEDZ SA;Materials;Warsaw Stock Exchange/Equities/Main Market;Poland;PLN
BAP;CREDICORP LTD;Financials;New York Stock Exchange Inc.;Peru;USD
003550.KS;LG CORP;Industrials;Korea Exchange (Stock Market);Korea (South);KRW
BEKE;KE HOLDINGS ADR REPRESENTING INC;Real Estate;New York Stock Exchange Inc.;China;USD
TATAMOTORS.NS;TATA MOTORS LTD;Consumer Discretionary;National Stock Exchange Of India;India;INR
1918.HK;SUNAC CHINA HOLDINGS LTD;Real Estate;Hong Kong Exchanges And Clearing Ltd;China;HKD
2359.HK;WUXI APPTEC LTD H;Health Care;Hong Kong Exchanges And Clearing Ltd;China;HKD
1088.HK;CHINA SHENHUA ENERGY LTD H;Energy;Hong Kong Exchanges And Clearing Ltd;China;HKD
ADVANC-R.BK;ADVANCED INFO SERVICE NON-VOTING D;Communication;Stock Exchange Of Thailand;Thailand;THB
2327.TW;YAGEO CORP;Information Technology;Taiwan Stock Exchange;Taiwan;TWD
0914.HK;ANHUI CONCH CEMENT LTD H;Materials;Hong Kong Exchanges And Clearing Ltd;China;HKD
6969.HK;SMOORE INTERNATIONAL HOLDINGS LTD;Consumer Staples;Hong Kong Exchanges And Clearing Ltd;China;HKD
SMPH.na;SM PRIME HOLDINGS INC;Real Estate;Philippine Stock Exchange Inc.;Philippines;PHP
TME;TENCENT MUSIC ENTERTAINMENT GROUP;Communication;New York Stock Exchange Inc.;China;USD
SBILIFE.NS;SBI LIFE INSURANCE COMPANY LTD;Financials;National Stock Exchange Of India;India;INR
1919.HK;COSCO SHIPPING HOLDINGS LTD H;Industrials;Hong Kong Exchanges And Clearing Ltd;China;HKD
2883.TW;CHINA DEVELOPMENT FINANCIAL HOLDIN;Financials;Taiwan Stock Exchange;Taiwan;TWD
6186.HK;CHINA FEIHE LTD;Consumer Staples;Hong Kong Exchanges And Clearing Ltd;China;HKD
ITSA4.SA;ITAUSA INVESTIMENTOS ITAU PREF SA;Financials;XBSP;Brazil;BRL
2345.TW;ACCTON TECHNOLOGY CORP;Information Technology;Taiwan Stock Exchange;Taiwan;TWD
TATACONSUM.NS;TATA CONSUMER PRODUCTS LTD;Consumer Staples;National Stock Exchange Of India;India;INR
ANG.JO;ANGLOGOLD ASHANTI LTD;Materials;Johannesburg Stock Exchange;South Africa;ZAR
0241.HK;ALIBABA HEALTH INFORMATION TECH LT;Health Care;Hong Kong Exchanges And Clearing Ltd;China;HKD
PLZL.ME;POLYUS;Materials;Standard-Classica-Forts;Russian Federation;RUB
BDMS-R.BK;BANGKOK DUSIT MEDICAL SERVICES NON;Health Care;Stock Exchange Of Thailand;Thailand;THB
3045.TW;TAIWAN MOBILE LTD;Communication;Taiwan Stock Exchange;Taiwan;TWD
3481.TW;INNOLUX CORP;Information Technology;Taiwan Stock Exchange;Taiwan;TWD
090430.KS;AMOREPACIFIC CORP;Consumer Staples;Korea Exchange (Stock Market);Korea (South);KRW
0586.HK;CHINA CONCH VENTURE HOLDINGS LTD;Industrials;Hong Kong Exchanges And Clearing Ltd;China;HKD
TLEVISACPO.MX;GRUPO TELEVISA;Communication;Bolsa Mexicana De Valores;Mexico;MXN
2207.TW;HOTAI MOTOR LTD;Consumer Discretionary;Taiwan Stock Exchange;Taiwan;TWD
2328.HK;PICC PROPERTY AND CASUALTY LTD H;Financials;Hong Kong Exchanges And Clearing Ltd;China;HKD
0267.HK;CITIC LTD;Industrials;Hong Kong Exchanges And Clearing Ltd;China;HKD
2409.TW;AU OPTRONICS CORP;Information Technology;Taiwan Stock Exchange;Taiwan;TWD
3037.TW;UNIMICRON TECHNOLOGY CORP;Information Technology;Taiwan Stock Exchange;Taiwan;TWD
NTCO3.SA;NATURA CO HOLDING SA;Consumer Staples;XBSP;Brazil;BRL
0916.HK;CHINA LONGYUAN POWER GROUP CORP LT;Utilities;Hong Kong Exchanges And Clearing Ltd;China;HKD
2887.TW;TAISHIN FINANCIAL HOLDING LTD;Financials;Taiwan Stock Exchange;Taiwan;TWD
AMS.JO;ANGLO AMERICAN PLATINUM LTD;Materials;Johannesburg Stock Exchange;South Africa;ZAR
IQCD.QA;INDUSTRIES QATAR;Industrials;Qatar Exchange;Qatar;QAR
PZU.WA;PZU SA;Financials;Warsaw Stock Exchange/Equities/Main Market;Poland;PLN
2912.TW;PRESIDENT CHAIN STORE CORP;Consumer Staples;Taiwan Stock Exchange;Taiwan;TWD
2880.TW;HUA NAN FINANCIAL HOLDINGS LTD;Financials;Taiwan Stock Exchange;Taiwan;TWD
ALE.WA;ALLEGRO SA;Consumer Discretionary;Warsaw Stock Exchange/Equities/Main Market;Poland;PLN
1658.HK;POSTAL SAVINGS BANK OF CHINA LTD H;Financials;Hong Kong Exchanges And Clearing Ltd;China;HKD
CIPLA.NS;CIPLA LTD;Health Care;National Stock Exchange Of India;India;INR
6488.TWO;GLOBALWAFERS LTD;Information Technology;Gretai Securities Market;Taiwan;TWD
000810.KS;SAMSUNG FIRE & MARINE INSURANCE LT;Financials;Korea Exchange (Stock Market);Korea (South);KRW
ADCBna;ABU DHABI COMMERCIAL BANK;Financials;Abu Dhabi Securities Exchange;United Arab Emirates;AED
VOD.JO;VODACOM GROUP LTD;Communication;Johannesburg Stock Exchange;South Africa;ZAR
SCCO;SOUTHERN COPPER CORP;Materials;New York Stock Exchange Inc.;Peru;USD
SHP.JO;SHOPRITE HOLDINGS LTD;Consumer Staples;Johannesburg Stock Exchange;South Africa;ZAR
0788.HK;CHINA TOWER CORP LTD H;Communication;Hong Kong Exchanges And Clearing Ltd;China;HKD
PKN.WA;POLSKI KONCERN NAFTOWY ORLEN SA;Energy;Warsaw Stock Exchange/Equities/Main Market;Poland;PLN
NAUKRI.NS;INFO EDGE INDIA LTD;Communication;National Stock Exchange Of India;India;INR
1193.HK;CHINA RESOURCES GAS GROUP LTD;Utilities;Hong Kong Exchanges And Clearing Ltd;China;HKD
QIBK.QA;QATAR ISLAMIC BANK;Financials;Qatar Exchange;Qatar;QAR
GRASIM.NS;GRASIM INDUSTRIES LTD;Materials;National Stock Exchange Of India;India;INR
6030.HK;CITIC SECURITIES COMPANY LTD H;Financials;Hong Kong Exchanges And Clearing Ltd;China;HKD
APOLLOHOSP.NS;APOLLO HOSPITALS ENTERPRISE LTD;Health Care;National Stock Exchange Of India;India;INR
GDS;GDS HOLDINGS LIMITED ADR REPRESENT;Information Technology;NASDAQ;China;USD
DELTA-R.BK;DELTA ELECTRONICS (THAILAND) NON-V;Information Technology;Stock Exchange Of Thailand;Thailand;THB
018260.KS;SAMSUNG SDS LTD;Information Technology;Korea Exchange (Stock Market);Korea (South);KRW
NHM.JO;NORTHAM PLATINUM LTD;Materials;Johannesburg Stock Exchange;South Africa;ZAR
1772.HK;GANFENG LITHIUM LTD H;Materials;Hong Kong Exchanges And Clearing Ltd;China;HKD
GNDI3.SA;NOTRE DAME INTERMEDICA PARTICIPACO;Health Care;XBSP;Brazil;BRL
SUZB3.SA;SUZANO SA;Materials;XBSP;Brazil;BRL
015760.KS;KOREA ELECTRIC POWER CORP;Utilities;Korea Exchange (Stock Market);Korea (South);KRW
UPL.NS;UPL LTD;Materials;National Stock Exchange Of India;India;INR
BRITANNIA.NS;BRITANNIA INDUSTRIES LTD;Consumer Staples;National Stock Exchange Of India;India;INR
5876.TW;SHANGHAI COMMERCIAL LTD;Financials;Taiwan Stock Exchange;Taiwan;TWD
2890.TW;SINOPAC FINANCIAL HOLDINGS LTD;Financials;Taiwan Stock Exchange;Taiwan;TWD
CHMF.ME;SEVERSTAL;Materials;Standard-Classica-Forts;Russian Federation;RUB
ALI.na;AYALA LAND INC;Real Estate;Philippine Stock Exchange Inc.;Philippines;PHP
ADANIENT.NS;ADANI ENTERPRISES LTD;Industrials;National Stock Exchange Of India;India;INR
3328.HK;BANK OF COMMUNICATIONS LTD H;Financials;Hong Kong Exchanges And Clearing Ltd;China;HKD
0881.HK;ZHONGSHENG GROUP HOLDINGS LTD;Consumer Discretionary;Hong Kong Exchanges And Clearing Ltd;China;HKD
5347.KL;TENAGA NASIONAL;Utilities;Bursa Malaysia;Malaysia;MYR
2202.HK;CHINA VANKE LTD H;Real Estate;Hong Kong Exchanges And Clearing Ltd;China;HKD
BPCL.NS;BHARAT PETROLEUM LTD;Energy;National Stock Exchange Of India;India;INR
3323.HK;CHINA NATIONAL BUILDING MATERIAL L;Materials;Hong Kong Exchanges And Clearing Ltd;China;HKD
NLMK.ME;NOVOLIPETSK STEEL;Materials;Standard-Classica-Forts;Russian Federation;RUB
VEDL.NS;VEDANTA LTD;Materials;National Stock Exchange Of India;India;INR
ADANIGREEN.NS;ADANI GREEN ENERGY LTD;Utilities;National Stock Exchange Of India;India;INR
GODREJCP.NS;GODREJ CONSUMER PRODUCTS LTD;Consumer Staples;National Stock Exchange Of India;India;INR
1548.HK;GENSCRIPT BIOTECH CORP;Health Care;Hong Kong Exchanges And Clearing Ltd;China;HKD
PEO.WA;BANK PEKAO SA;Financials;Warsaw Stock Exchange/Equities/Main Market;Poland;PLN
5347.TWO;VANGUARD INTERNATIONAL SEMICONDUCT;Information Technology;Gretai Securities Market;Taiwan;TWD
2338.HK;WEICHAI POWER LTD H;Industrials;Hong Kong Exchanges And Clearing Ltd;China;HKD
316140.KS;WOORI FINANCIAL GROUP INC;Financials;Korea Exchange (Stock Market);Korea (South);KRW
CLS.JO;CLICKS GROUP LTD;Consumer Staples;Johannesburg Stock Exchange;South Africa;ZAR
ADANIPORTS.NS;ADANI PORTS AND SPECIAL ECONOMIC Z;Industrials;National Stock Exchange Of India;India;INR
034020.KS;DOOSAN HEAVY INDUSTRIES & CONSTRUC;Industrials;Korea Exchange (Stock Market);Korea (South);KRW
EICHERMOT.NS;EICHER MOTORS LTD;Consumer Discretionary;National Stock Exchange Of India;India;INR
MGNT.L;MAGNIT PJSC SPONSORED RUSSIA RU DR;Consumer Staples;London Stock Exchange;Russian Federation;USD
7113.KL;TOP GLOVE CORPORATION;Health Care;Bursa Malaysia;Malaysia;MYR
APN.JO;ASPEN PHARMACARE LTD;Health Care;Johannesburg Stock Exchange;South Africa;ZAR
2395.TW;ADVANTECH LTD;Information Technology;Taiwan Stock Exchange;Taiwan;TWD
ALRS.ME;AK ALROSA;Materials;Standard-Classica-Forts;Russian Federation;RUB
4938.TW;PEGATRON CORP;Information Technology;Taiwan Stock Exchange;Taiwan;TWD
PIDILITIND.NS;PIDILITE INDUSTRIES LTD;Materials;National Stock Exchange Of India;India;INR
2615.TW;WAN HAI LINES LTD;Industrials;Taiwan Stock Exchange;Taiwan;TWD
032830.KS;SAMSUNG LIFE LTD;Financials;Korea Exchange (Stock Market);Korea (South);KRW
3888.HK;KINGSOFT CORP LTD;Information Technology;Hong Kong Exchanges And Clearing Ltd;China;HKD
DABUR.NS;DABUR INDIA LTD;Consumer Staples;National Stock Exchange Of India;India;INR
2301.TW;LITE ON TECHNOLOGY CORP;Information Technology;Taiwan Stock Exchange;Taiwan;TWD
HEROMOTOCO.NS;HERO MOTOCORP LTD;Consumer Discretionary;National Stock Exchange Of India;India;INR
BRDT3.SA;PETROBRAS DISTRIBUIDORA SA;Consumer Discretionary;XBSP;Brazil;BRL
RENT3.SA;LOCALIZA RENT A CAR SA;Industrials;XBSP;Brazil;BRL
ALDARna;ALDAR PROPERTIES;Real Estate;Abu Dhabi Securities Exchange;United Arab Emirates;AED
2474.TW;CATCHER TECHNOLOGY LTD;Information Technology;Taiwan Stock Exchange;Taiwan;TWD
5183.KL;PETRONAS CHEMICALS GROUP;Materials;Bursa Malaysia;Malaysia;MYR
0853.HK;MICROPORT SCIENTIFIC CORP;Health Care;Hong Kong Exchanges And Clearing Ltd;China;HKD
0004.HK;WHARF (HOLDINGS) LTD;Real Estate;Hong Kong Exchanges And Clearing Ltd;China;HKD
1066.HK;SHANDONG WEIGAO GROUP MEDICAL POLY;Health Care;Hong Kong Exchanges And Clearing Ltd;China;HKD
SM.na;SM INVESTMENTS CORP;Industrials;Philippine Stock Exchange Inc.;Philippines;PHP
2018.HK;AAC TECHNOLOGIES HOLDINGS INC;Information Technology;Hong Kong Exchanges And Clearing Ltd;China;HKD
CEZ.PR;CEZ;Utilities;Prague Stock Exchange;Czech Republic;CZK
NED.JO;NEDBANK GROUP LTD;Financials;Johannesburg Stock Exchange;South Africa;ZAR
OMU.JO;OLD MUTUAL LIMITED LTD;Financials;Johannesburg Stock Exchange;South Africa;ZAR
EGS60121C018.CA;COMMERCIAL INTERNATIONAL BANK;Financials;Egyptian Exchange;Egypt;EGP
034220.KS;LG DISPLAY LTD;Information Technology;Korea Exchange (Stock Market);Korea (South);KRW
MARK.QA;MASRAF AL RAYAN;Financials;Qatar Exchange;Qatar;QAR
GGBR4.SA;GERDAU PREF SA;Materials;XBSP;Brazil;BRL
1590.TW;AIRTAC INTERNATIONAL GROUP;Industrials;Taiwan Stock Exchange;Taiwan;TWD
ZAINna;MOBILE TEL;Communication;Kuwait Stock Exchange;Kuwait;KWD
0270.HK;GUANGDONG INVESTMENT LTD;Utilities;Hong Kong Exchanges And Clearing Ltd;China;HKD
1833.HK;PING AN HEALTHCARE AND TECHNOLOGY;Health Care;Hong Kong Exchanges And Clearing Ltd;China;HKD
GAPB.MX;GRUPO AEROPORTUARIO DEL PACIFICO;Industrials;Bolsa Mexicana De Valores;Mexico;MXN
LREN3.SA;LOJAS RENNER SA;Consumer Discretionary;XBSP;Brazil;BRL
PTTEP-R.BK;PTT EXPLORATION AND PRODUCTION NON;Energy;Stock Exchange Of Thailand;Thailand;THB
BDO.na;BDO UNIBANK INC;Financials;Philippine Stock Exchange Inc.;Philippines;PHP
6862.HK;HAIDILAO INTERNATIONAL HOLDING LTD;Consumer Discretionary;Hong Kong Exchanges And Clearing Ltd;China;HKD
